CELL_NAME=8000000;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=1;NCC=3;BCC=0;BCCHNO=1;C_SYS_TYPE=GSM900
CELL_NAME=8000001;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=2;NCC=3;BCC=0;BCCHNO=4;C_SYS_TYPE=GSM900
CELL_NAME=8000002;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=3;NCC=3;BCC=0;BCCHNO=7;C_SYS_TYPE=GSM900
CELL_NAME=8000003;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=4;NCC=3;BCC=0;BCCHNO=10;C_SYS_TYPE=GSM900
CELL_NAME=8000004;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=5;NCC=3;BCC=0;BCCHNO=13;C_SYS_TYPE=GSM900
CELL_NAME=8000005;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=6;NCC=3;BCC=0;BCCHNO=16;C_SYS_TYPE=GSM900
CELL_NAME=8000006;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=7;NCC=3;BCC=1;BCCHNO=19;C_SYS_TYPE=GSM900
CELL_NAME=8000007;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=8;NCC=3;BCC=1;BCCHNO=22;C_SYS_TYPE=GSM900
CELL_NAME=8000008;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=9;NCC=3;BCC=1;BCCHNO=25;C_SYS_TYPE=GSM900
CELL_NAME=8000009;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=10;NCC=3;BCC=1;BCCHNO=28;C_SYS_TYPE=GSM900
CELL_NAME=8000010;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=11;NCC=3;BCC=1;BCCHNO=31;C_SYS_TYPE=GSM900
CELL_NAME=8000011;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=12;NCC=3;BCC=1;BCCHNO=34;C_SYS_TYPE=GSM900
CELL_NAME=8000012;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=13;NCC=3;BCC=2;BCCHNO=37;C_SYS_TYPE=GSM900
CELL_NAME=8000013;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=14;NCC=3;BCC=2;BCCHNO=40;C_SYS_TYPE=GSM900
CELL_NAME=8000014;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=15;NCC=3;BCC=2;BCCHNO=43;C_SYS_TYPE=GSM900
CELL_NAME=8000015;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=16;NCC=3;BCC=2;BCCHNO=46;C_SYS_TYPE=GSM900
CELL_NAME=8000016;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=17;NCC=3;BCC=2;BCCHNO=49;C_SYS_TYPE=GSM900
CELL_NAME=8000017;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=18;NCC=3;BCC=2;BCCHNO=52;C_SYS_TYPE=GSM900
CELL_NAME=8000018;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=19;NCC=3;BCC=3;BCCHNO=55;C_SYS_TYPE=GSM900
CELL_NAME=8000019;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=20;NCC=3;BCC=3;BCCHNO=58;C_SYS_TYPE=GSM900
CELL_NAME=8000020;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=21;NCC=3;BCC=3;BCCHNO=61;C_SYS_TYPE=GSM900
CELL_NAME=8000021;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=22;NCC=3;BCC=3;BCCHNO=64;C_SYS_TYPE=GSM900
CELL_NAME=8000022;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=23;NCC=3;BCC=3;BCCHNO=67;C_SYS_TYPE=GSM900
CELL_NAME=8000023;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=24;NCC=3;BCC=3;BCCHNO=70;C_SYS_TYPE=GSM900
CELL_NAME=8000024;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=25;NCC=3;BCC=4;BCCHNO=73;C_SYS_TYPE=GSM900
CELL_NAME=8000025;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=26;NCC=3;BCC=4;BCCHNO=76;C_SYS_TYPE=GSM900
CELL_NAME=8000026;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=27;NCC=3;BCC=4;BCCHNO=79;C_SYS_TYPE=GSM900
CELL_NAME=8000027;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=28;NCC=3;BCC=4;BCCHNO=82;C_SYS_TYPE=GSM900
CELL_NAME=8000028;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=29;NCC=3;BCC=4;BCCHNO=85;C_SYS_TYPE=GSM900
CELL_NAME=8000029;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=30;NCC=3;BCC=4;BCCHNO=88;C_SYS_TYPE=GSM900
CELL_NAME=8000030;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=31;NCC=3;BCC=5;BCCHNO=91;C_SYS_TYPE=GSM900
CELL_NAME=8000031;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=32;NCC=3;BCC=5;BCCHNO=94;C_SYS_TYPE=GSM900
CELL_NAME=8000032;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=33;NCC=3;BCC=5;BCCHNO=97;C_SYS_TYPE=GSM900
CELL_NAME=8000033;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=34;NCC=3;BCC=5;BCCHNO=100;C_SYS_TYPE=GSM900
CELL_NAME=8000034;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=35;NCC=3;BCC=5;BCCHNO=103;C_SYS_TYPE=GSM900
CELL_NAME=8000035;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=36;NCC=3;BCC=5;BCCHNO=106;C_SYS_TYPE=GSM900
CELL_NAME=8000036;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=37;NCC=3;BCC=6;BCCHNO=109;C_SYS_TYPE=GSM900
CELL_NAME=8000037;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=38;NCC=3;BCC=6;BCCHNO=112;C_SYS_TYPE=GSM900
CELL_NAME=8000038;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=39;NCC=3;BCC=6;BCCHNO=115;C_SYS_TYPE=GSM900
CELL_NAME=8000039;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=40;NCC=3;BCC=6;BCCHNO=118;C_SYS_TYPE=GSM900
CELL_NAME=8000040;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=41;NCC=3;BCC=6;BCCHNO=121;C_SYS_TYPE=GSM900
CELL_NAME=8000041;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=42;NCC=3;BCC=6;BCCHNO=124;C_SYS_TYPE=GSM900
CELL_NAME=8000042;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=43;NCC=3;BCC=7;BCCHNO=3;C_SYS_TYPE=GSM900
CELL_NAME=8000043;MCC=046;MNC=04;BSC.MNCDIGITHAND=2;LAC=18000;CI=44;NCC=3;BCC=7;BCCHNO=6;C_SYS_TYPE=GSM900
