####################################################################################################
... ./createLTE2WRANutranrelations.pl started running at Tue Nov 19 17:04:58 GMT 2013
####################################################################################################
# This file is generated from the LTE Input File
# Location is /var/tmp/tep/MASTER/LTE14A/LTESimScripts/customdata/irathom//PrivateIrathomLTE2WRAN.csv
# Input File generation date is Tue Nov 19 17:04:58 GMT 2013
####################################################################################################

WRROWID=1;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=2;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=3;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=4;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=5;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=6;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=7;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=8;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=9;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=10;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=11;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=12;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=13;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=14;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=15;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=16;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=17;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=18;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=19;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=20;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=21;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=22;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=23;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=24;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=25;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=26;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=27;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=28;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=29;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=30;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=31;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=32;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=33;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=34;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=35;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=36;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=37;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=38;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=39;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=40;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=41;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=42;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=43;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=44;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=45;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=46;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=47;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=48;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=49;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=50;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=51;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=52;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=53;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=54;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=55;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=56;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=57;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=58;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=59;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=60;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=61;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=62;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=63;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=64;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=65;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=66;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=67;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=68;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=69;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=70;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=71;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=72;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=73;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=74;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=75;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=76;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=77;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=78;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=79;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=80;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=81;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=82;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=83;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=84;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=85;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=86;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=87;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=88;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=89;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=90;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=91;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=92;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=93;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=94;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=95;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=96;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=97;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=98;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=99;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=100;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=101;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=102;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=103;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=104;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=105;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=106;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=107;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=108;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=109;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=110;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=111;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=112;EUTRANFREQRELATIONID=2;EARFCNDL=2
WRROWID=113;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=114;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=115;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=116;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=117;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=118;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=119;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=120;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=121;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=122;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=123;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=124;EUTRANFREQRELATIONID=3;EARFCNDL=3
WRROWID=125;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=126;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=127;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=128;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=129;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=130;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=131;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=132;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=133;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=134;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=135;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=136;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=137;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=138;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=139;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=140;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=141;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=142;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=143;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=144;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=145;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=146;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=147;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=148;EUTRANFREQRELATIONID=4;EARFCNDL=4
WRROWID=149;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=150;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=151;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=152;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=153;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=154;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=155;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=156;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=157;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=158;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=159;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=160;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=161;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=162;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=163;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=164;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=165;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=166;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=167;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=168;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=169;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=170;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=171;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=172;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=173;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=174;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=175;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=176;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=177;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=178;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=179;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=180;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=181;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=182;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=183;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=184;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=185;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=186;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=187;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=188;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=189;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=190;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=191;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=192;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=193;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=194;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=195;EUTRANFREQRELATIONID=1;EARFCNDL=1
WRROWID=196;EUTRANFREQRELATIONID=1;EARFCNDL=1
